,Bulletin_Time,Issue_Time,Station,fcst_time_from,fcst_time_to,sky_condition,visibility_statute_mi,wind_dir_degrees,wind_gust_kt,wind_shear_dir_degrees,wind_shear_hgt_ft_agl,wind_shear_speed_kt,wind_speed_kt,wx_string
3,2019-10-15T17:34:00Z,2019-10-15T17:34:00Z,KJFK,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,220,,,,,6,
4,2019-10-15T17:34:00Z,2019-10-15T17:34:00Z,KJFK,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,220,,,,,6,
5,2019-10-15T17:34:00Z,2019-10-15T17:34:00Z,KJFK,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,220,,,,,6,
6,2019-10-15T17:34:00Z,2019-10-15T17:34:00Z,KJFK,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,220,,,,,6,
0,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
1,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
2,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
3,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
4,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
5,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
6,2019-10-15T17:27:00Z,2019-10-15T17:27:00Z,KBOS,2019-10-15T18:00:00Z,2019-10-15T20:00:00Z,,6.21,320,,,,,5,
